Instance,Method,BFS,Mean Objective,Std Objective,Best Gap to Reference (%),Mean Gap to Reference (%),CPU Mean (s),CPU Total (s),Runs/Seeds,Mean Search Rollouts,Total Search Rollouts,Feasible Rate,Idle Days (Best),Unique Locations (Best),Reference Type,Gurobi MIP Gap (%),Status
R_15S_30P_CODE,random_feasible_30_runs,10065.03475,7486.917475,961.1268678895175,31.74128136058517,49.2254715362465,0.011091009999972812,0.33273029999918435,30,1.0,30,1.0,8,12,proven optimum,,FEASIBLE
R_15S_30P_CODE,random_best_of_30,10065.03475,10065.03475,0.0,31.74128136058517,31.74128136058517,0.33273029999918435,0.33273029999918435,1,30.0,30,1.0,8,12,proven optimum,,FEASIBLE
R_15S_30P_CODE,greedy_exact_increment,13296.78825,13296.78825,0.0,9.824282726433013,9.824282726433013,0.01218879999987621,0.01218879999987621,1,1.0,1,1.0,8,5,proven optimum,,FEASIBLE
R_15S_30P_CODE,dqn_greedy,11090.042500000001,11090.042500000001,0.0,24.789917818549743,24.789917818549743,0.02997940000022936,0.02997940000022936,1,1.0,1,1.0,8,5,proven optimum,,FEASIBLE
R_15S_30P_CODE,dqn_backtracking_30,11465.7025,11465.7025,0.0,22.242279297571717,22.242279297571717,0.47130950000018856,0.47130950000018856,1,30.0,30,1.0,8,5,proven optimum,,FEASIBLE
R_15S_30P_CODE,gurobi,14745.419999999998,14745.419999999998,0.0,0.0,0.0,10.92799997329712,10.92799997329712,1,1.0,1,1.0,8,7,proven optimum,0.0,OPTIMAL
