Instance,Method,BFS,Mean Objective,Std Objective,Best Gap to Reference (%),Mean Gap to Reference (%),CPU Mean (s),CPU Total (s),Runs/Seeds,Mean Search Rollouts,Total Search Rollouts,Feasible Rate,Idle Days (Best),Unique Locations (Best),Reference Type,Gurobi MIP Gap (%),Status
D_15S_30P_CODE,random_feasible_5_runs,8761.473250000001,8252.22825,407.51245362507063,,,0.011787719999847467,0.05893859999923734,5,1.0,5,1.0,8,12,not available,,FEASIBLE
D_15S_30P_CODE,random_best_of_5,8761.473250000001,8761.473250000001,0.0,,,0.05893859999923734,0.05893859999923734,1,5.0,5,1.0,8,12,not available,,FEASIBLE
D_15S_30P_CODE,greedy_exact_increment,13992.895,13992.895,0.0,,,0.013259999999718275,0.013259999999718275,1,1.0,1,1.0,8,4,not available,,FEASIBLE
D_15S_30P_CODE,dqn_greedy,6764.812250000001,6764.812250000001,0.0,,,0.03764460000093095,0.03764460000093095,1,1.0,1,1.0,8,5,not available,,FEASIBLE
D_15S_30P_CODE,dqn_backtracking_5,6764.812250000001,6764.812250000001,0.0,,,0.08869080000113172,0.08869080000113172,1,5.0,5,1.0,8,5,not available,,FEASIBLE
