elapsed_seconds,optimization_approximate_kl,optimization_clip_fraction,optimization_count_loss,optimization_early_kl_stop,optimization_entropy_coefficient,optimization_epochs_completed,optimization_learning_rate_fraction,optimization_loss,optimization_normalized_entropy,optimization_policy_loss,optimization_q_loss,optimization_value_loss,rollout_best_objective,rollout_feasible_rate,rollout_mean_objective,rollout_reward_scale,rollout_std_objective,rollout_transitions,rollout_vectorized_rollouts,self_imitation_loss,update,validation_archive_best_objective,validation_best_of_k_objective,validation_deterministic_objective,validation_fixed_validation_seed,validation_mean_stochastic_objective,validation_selection_metric,validation_selection_objective,validation_std_stochastic_objective
3.4259009310001147,0.015623511397279799,0.30126953683793545,0.0,1.0,0.019940625,2.0,0.996875,-0.005421053618192673,0.709333136677742,-0.00675974553450942,0.08219478989485651,0.014527519379043952,11389.2295,1.0,6140.6225859375,3.1262629613885427e-06,2269.7043453963797,1920.0,1.0,,1,11389.2295,12923.3355,0.0,70000042,8859.88859375,best_of_k,12923.3355,2349.662329306659
3.9563118210000994,0.008047460671150475,0.11116536473855376,0.0,0.0,0.01988125,4.0,0.99375,-0.01747520361095667,0.7209152393043041,-0.005956106120720506,0.017945971001608996,0.002038004582573194,14259.8815,1.0,7631.23894921875,3.1262629613885427e-06,2182.387103253536,1920.0,1.0,,2,,,,,,,,
3.5938520440001867,0.009210586014281338,0.10839843936264515,0.0,1.0,0.019821875,3.0,0.990625,-0.021868383279070258,0.7608629663785299,-0.007373352923120062,0.002826551251928322,0.0006080907193487898,15665.08725,1.0,8923.22694140625,3.1262629613885427e-06,2330.1900178361407,1920.0,1.0,,3,,,,,,,,
3.5495757580001737,0.012423479279580837,0.14632161582509676,0.0,1.0,0.0197625,3.0,0.9875,-0.02280666019457082,0.7385762135187784,-0.008414900007968148,0.0007897842369857244,0.000250746156173894,20060.783499999998,1.0,12768.5886328125,3.1262629613885427e-06,3075.7080582903404,1920.0,1.0,,4,,,,,,,,
3.5324047629999313,0.014061831946795186,0.1878797747194767,0.0,1.0,0.019703125000000002,3.0,0.984375,-0.028228050873925287,0.7292870630820593,-0.013953663137120506,0.00036985327703102183,0.00011572313087526709,22023.129249999998,1.0,14702.07912890625,3.1262629613885427e-06,2786.3937999683203,1920.0,1.0,,5,,,,,,,,
3.79560613700005,0.009303259481384885,0.1312255875673145,0.0,0.0,0.01964375,4.0,0.98125,-0.02643444505520165,0.6899071969091892,-0.012925194503623061,0.00017491951166448416,5.124366839481809e-05,24908.12975,1.0,17613.5485078125,3.1262629613885427e-06,3565.240660223777,1920.0,1.0,,6,,,,,,,,
3.2094846149998375,0.01307318895123899,0.21240234375,0.0,1.0,0.019584375,2.0,0.978125,-0.03069944807793945,0.6706889495253563,-0.017591245472431183,0.0001107825310100452,3.148719542878098e-05,26134.83825,1.0,18788.309171875,3.1262629613885427e-06,3445.9249253878584,1920.0,1.0,,7,,,,,,,,
3.790476658999978,0.00811171418899903,0.1310221366584301,0.0,0.0,0.019525,4.0,0.975,-0.021465071651618928,0.6162594519555569,-0.00945906963897869,9.986816712626023e-05,3.2956131803985045e-05,28190.680749999992,1.0,22376.15778125,3.1262629613885427e-06,2677.319580293448,1920.0,1.0,,8,,,,,,,,
3.0762829319999128,0.01445013313787058,0.2478841170668602,0.0,1.0,0.019465625,2.0,0.971875,-0.02111093746498227,0.5574786067008972,-0.01028291170950979,9.058972864295356e-05,2.9169172421461553e-05,29617.38375,1.0,23646.4335859375,3.1262629613885427e-06,3228.192771694262,1920.0,1.0,,9,,,,,,,,
3.518703242999891,0.012853518482491685,0.20014105985562006,0.0,1.0,0.01940625,3.0,0.96875,-0.019849122036248446,0.5024256135026614,-0.010117745337386927,7.569434213413236e-05,2.2500412342196796e-05,31360.51425,1.0,25681.9015390625,3.1262629613885427e-06,2355.486721066916,1920.0,1.0,,10,31360.51425,29701.372499999998,28971.835999999996,70000042,27179.353515625,best_of_k,29701.372499999998,2172.6609879266634
3.8104982080001264,0.006147555461211596,0.07401529978960752,0.0,0.0,0.019346875,4.0,0.965625,-0.012587752135004848,0.4833760019391775,-0.0032542487024329603,6.94279074195947e-05,2.273713573686109e-05,29245.3125,1.0,26766.01967578125,3.1262629613885427e-06,1671.6722591584353,1920.0,1.0,,11,,,,,,,,
3.7903797099997973,0.006930198240297614,0.0880940759088844,0.0,0.0,0.0192875,4.0,0.9625,-0.01475400134222582,0.458726504817605,-0.005922282231040299,6.174220334287384e-05,1.95871374444323e-05,31511.856,1.0,27903.532347656248,3.1262629613885427e-06,1887.97476020822,1920.0,1.0,,12,,,,,,,,
3.770421295999995,0.006920895939401817,0.09834798274096102,0.0,0.0,0.019228125,4.0,0.959375,-0.015576454112306237,0.43438507057726383,-0.00723710423335433,4.9549568529982935e-05,1.6210659339321865e-05,32707.238,1.0,28735.63456640625,3.1262629613885427e-06,1655.6300615220732,1920.0,1.0,,13,,,,,,,,
3.824612102999936,0.0046420303915510885,0.06640625023283064,0.0,0.0,0.019168750000000002,4.0,0.95625,-0.014843278884654865,0.406129764392972,-0.0070696568582206964,3.960867366004095e-05,1.4834809746844257e-05,32646.552249999993,1.0,29328.844355468747,3.1262629613885427e-06,1548.9927828184018,1920.0,1.0,,14,,,,,,,,
3.871022025000002,0.004054823280966957,0.0383707684231922,0.0,0.0,0.019109375,4.0,0.953125,-0.009610842389520258,0.3928723931312561,-0.002111300185788423,3.110912246029329e-05,9.786635018826928e-06,32138.199249999998,1.0,30043.316714843753,3.1262629613885427e-06,1249.3919651634176,1920.0,1.0,,15,,,,,,,,
