scenario_index,scenario_id,family,switch_day,method_c_objective,two_stage_gurobi_objective,method_c_prefix_oracle_objective,clairvoyant_gurobi_objective,static_no_replan_objective,prefix_advantage_absolute,prefix_advantage_percent,adaptation_gap_absolute,adaptation_gap_percent,final_advantage_absolute,final_advantage_percent,clairvoyant_gap_percent,two_stage_replanning_gain_percent,method_c_beats_two_stage,method_c_prefix_beats_static_gurobi_prefix,two_stage_proven_optimal,method_c_prefix_oracle_proven_optimal,clairvoyant_proven_optimal,two_stage_runtime_seconds,method_c_prefix_oracle_runtime_seconds,clairvoyant_runtime_seconds,R_retrain_objective,R_retrain_final_advantage_absolute,R_retrain_final_advantage_percent,R_retrain_beats_two_stage,R_retrain_online_training_seconds,R_retrain_inference_runtime_seconds
77,test_077_ood_top_reward_collapse,ood_top_reward_collapse,20,12203.184750000002,12424.098500000002,12304.597500000002,13069.454750000003,10619.824620808286,-119.5010000000002,-0.9618484592664827,101.4127499999995,0.8241858378545052,-220.9137499999997,-1.7781068783380918,6.628203062564643,16.98967679425191,False,False,True,True,True,1.312929300009273,1.3910729000344872,15.852637199976016,,,,,,
78,test_078_ood_high_cost_boost,ood_high_cost_boost,7,23975.176407709696,24551.220999661367,24492.218638291666,25642.41571110301,22086.650143400024,-59.00236136970125,-0.24032353165048315,517.0422305819702,2.1110469337947815,-576.0445919516715,-2.34629712289917,6.501880798506088,11.158644883945026,False,False,True,True,True,6.0413819999666885,5.676390800043009,9.759732499951497,,,,,,
79,test_079_ood_budget_reallocation,ood_budget_reallocation,24,15893.470281597401,16312.006896118442,15906.885591179602,16723.306939592367,14255.829631310617,-405.1213049388407,-2.4835773275405013,13.41530958220028,0.08433649381145417,-418.536614521041,-2.5658192593128115,4.962156474150038,14.423413564734009,False,False,True,True,True,0.4562790999771096,0.4141656000283547,11.08975859999191,,,,,,
80,test_080_ood_rank_flip,ood_rank_flip,21,16711.256056803566,17323.57796611745,17027.137216117448,17626.24127404779,12709.425132910357,-296.4407500000016,-1.7111981749947913,315.88115931388165,1.8551630570926316,-612.3219093138832,-3.534615715711276,5.191039899081672,36.30496883182385,False,False,True,True,True,0.4819904000032693,0.4148981000180356,10.128869000007398,,,,,,
81,test_081_ood_extreme_single_boost,ood_extreme_single_boost,13,16261.298082515968,16438.140081020305,16402.036081020306,16453.707081020308,15555.198750000001,-36.10399999999936,-0.21963555379166963,140.73799850433716,0.858051999209981,-176.84199850433652,-1.0758029657413652,1.1693960367526357,5.676181611117656,False,False,True,True,True,2.8476773999864236,2.9205673999967985,12.17302170000039,16291.23439980057,-146.9056812197341,-0.8936879750121691,False,34.61035267300031,1.0534198230002403
82,test_082_ood_top_reward_collapse,ood_top_reward_collapse,20,12200.528750000001,12424.098500000002,12304.597500000002,13069.454750000003,10525.760487811564,-119.5010000000002,-0.9618484592664827,104.06875000000036,0.8457712655777676,-223.56975000000057,-1.799484686957372,6.648525256954588,18.035162536584817,False,False,True,True,True,1.6202229000045918,1.4671220000018366,20.658604600001127,,,,,,
83,test_083_ood_high_cost_boost,ood_high_cost_boost,23,21448.128815954915,23785.40807555287,23405.496400969838,24402.869743401367,22028.40142928728,-379.91167458303244,-1.5972468219854232,1957.367585014923,8.362854397456047,-2337.2792595979554,-9.826525793350836,12.108169893606163,7.976096912459597,False,False,True,True,True,0.44746549997944385,0.47666230000322685,19.75743199995486,,,,,,
84,test_084_ood_budget_reallocation,ood_budget_reallocation,25,16489.873204890086,16869.52122076694,16489.873204890086,17366.288567880165,14370.594916240354,-379.6480158768536,-2.2504966851667034,0.0,0.0,-379.6480158768536,-2.2504966851667034,5.046647471993839,17.389163907908387,False,False,True,True,True,0.40953490004176274,0.4381351000047289,13.827625999983866,,,,,,
85,test_085_ood_rank_flip,ood_rank_flip,9,15199.604745060065,15335.90952365331,15327.30152365331,15362.40552365331,10976.519064112636,-8.608000000000175,-0.05612969994850089,127.69677859324474,0.8331328146456912,-136.30477859324492,-0.888794879645159,1.0597349376214664,39.71560049299743,False,False,True,True,True,6.759210799995344,6.610317200014833,18.294796200003475,,,,,,
86,test_086_ood_extreme_single_boost,ood_extreme_single_boost,21,16562.194288676896,17131.944041323084,17029.429791323084,17404.055927649984,15555.198750000001,-102.51425000000017,-0.5983807193902269,467.23550264618825,2.7436943477946416,-569.7497526461884,-3.3256573292086657,4.837157743417817,10.136452234807237,False,False,True,True,True,0.46198939997702837,0.42855429998598993,13.107457300007809,,,,,,
87,test_087_ood_top_reward_collapse,ood_top_reward_collapse,22,12200.528750000001,12631.470500000005,12281.149500000003,13300.755750000002,11116.436646829283,-350.32100000000173,-2.773398394114142,80.62075000000186,0.6564593159622545,-430.9417500000036,-3.4116514779494866,8.271913421160301,13.628772432242053,False,False,True,True,True,0.4810847000335343,0.47860400000354275,11.30862409999827,,,,,,
88,test_088_ood_high_cost_boost,ood_high_cost_boost,25,21684.344284215716,22679.31725014141,22386.78419029951,23315.023931602613,21896.325051076936,-292.53305984189865,-1.2898671358374982,702.4399060837932,3.137743679988525,-994.9729659256918,-4.387138091291034,6.994115263062515,3.5759069032726214,False,False,True,True,True,0.4605367999756709,0.40482840000186116,13.260210099979304,,,,,,
89,test_089_ood_budget_reallocation,ood_budget_reallocation,15,17083.985830059748,17321.16916424835,17307.92116424835,17486.196164248347,14913.099350617444,-13.247999999999593,-0.07648444440658222,223.9353341886017,1.2938314894290588,-237.1833341886013,-1.3693263540093936,2.3001591107101063,16.147346416834573,False,False,True,True,True,2.4270265999948606,2.5857755999895744,17.050539700023364,,,,,,
90,test_090_ood_rank_flip,ood_rank_flip,9,17198.08405162411,17277.52523449093,17268.91723449094,17304.021234490934,9504.180231997116,-8.607999999992899,-0.049821950095079844,70.83318286682697,0.41017732556707703,-79.44118286681987,-0.4597949173197115,0.6122113549864657,81.78869521354184,False,False,True,True,True,6.374697099963669,5.674931299989112,13.185493599972688,17227.362182005927,-50.1630524850043,-0.2903370234115726,False,36.65289647999998,1.121609972999977
91,test_091_ood_extreme_single_boost,ood_extreme_single_boost,10,15963.204477694377,16535.985679503247,16508.65263750546,16542.964637505465,15555.198750000001,-27.333041997786495,-0.16529430133497552,545.4481598110833,3.304013790755387,-572.7812018088698,-3.463846745578922,3.5045723213158695,6.305203458125181,False,False,True,True,True,4.790951400005724,5.55460370000219,15.954780200030655,,,,,,
92,test_092_ood_top_reward_collapse,ood_top_reward_collapse,12,11846.555250000003,12406.263750000004,12313.478250000004,12664.343750000004,10559.224604479256,-92.78549999999996,-0.747892370094098,466.9230000000007,3.791966741809939,-559.7085000000006,-4.511499281965535,6.4574092123802345,17.49218540855006,False,False,True,True,True,3.1371708000078797,3.6030593999894336,11.911703300022054,,,,,,
93,test_093_ood_high_cost_boost,ood_high_cost_boost,24,19249.04623226145,21346.037329769406,20977.011849480026,21987.057269738474,20705.07026509134,-369.02548028937963,-1.7287774521725063,1727.965617218575,8.237424994644352,-2096.9910975079547,-9.823795700869825,12.452830789891287,3.095700987592072,False,False,True,True,True,0.42612399999052286,0.48561219999101013,13.39470489998348,,,,,,
94,test_094_ood_budget_reallocation,ood_budget_reallocation,23,16205.998585318,16583.454126513618,16236.980144016812,16892.369174452582,14765.647881526334,-346.47398249680555,-2.0892751284116566,30.98155869881157,0.19080862588988265,-377.4555411956171,-2.2760972371379578,4.063199081468241,12.311049671322484,False,False,True,True,True,0.47715300001436844,0.4323344000149518,13.838388599979226,,,,,,
95,test_095_ood_rank_flip,ood_rank_flip,13,17359.56853423731,17507.673823082107,17414.88832308211,17674.98682308211,12271.158154431552,-92.78549999999814,-0.5299704628816524,55.319788844797586,0.3176580166263565,-148.10528884479572,-0.8459449858469136,1.7845461046278506,42.673361411770756,False,False,True,True,True,3.6240669999970123,3.4888038000208326,15.966690300032496,,,,,,
96,test_096_ood_extreme_single_boost,ood_extreme_single_boost,10,17021.2319111559,17233.55845881535,17206.54445881535,17240.856458815357,15555.198750000001,-27.013999999999214,-0.1567523043169355,185.3125476594505,1.0769887475257134,-212.32654765944972,-1.2320528471636683,1.2738610067550356,10.789702759762868,False,False,True,True,True,4.294585700030439,5.380068800004665,19.608922099985648,,,,,,
97,test_097_ood_top_reward_collapse,ood_top_reward_collapse,14,11768.833500000004,12406.263750000004,12313.478250000004,12664.343750000004,10051.001574836973,-92.78549999999996,-0.747892370094098,544.6447499999995,4.423159232039081,-637.4302499999994,-5.137971131719646,7.071114521824308,23.433109204355414,False,False,True,True,True,3.0916465999907814,3.25966999999946,12.308609700005036,,,,,,
98,test_098_ood_high_cost_boost,ood_high_cost_boost,12,18972.547396265432,19763.309112457533,19718.404514127993,20261.1261850521,18277.81319209199,-44.90459832954002,-0.22721194145182408,745.8571178625607,3.782542940166195,-790.7617161921007,-4.001160492367418,6.359857675321786,8.127317555736102,False,False,True,True,True,3.201618099992629,4.269032199983485,15.426428199978545,,,,,,
99,test_099_ood_budget_reallocation,ood_budget_reallocation,20,16963.884901083034,17120.85183475763,17078.77233475763,17626.33659279895,14446.117561737023,-42.079499999999825,-0.24577924279779578,114.88743367459392,0.6726914055806127,-156.96693367459375,-0.9168173125354067,3.758306147328162,18.51524647774631,False,False,True,True,True,1.1936338000232354,1.1576302999746986,16.800575600005686,16677.74571416188,-443.1061205957485,-2.5881079100058773,False,27.349757055000282,0.8575057620000734
