scenario_index,scenario_id,family,switch_day,method_c_objective,two_stage_gurobi_objective,method_c_prefix_oracle_objective,clairvoyant_gurobi_objective,static_no_replan_objective,prefix_advantage_absolute,prefix_advantage_percent,adaptation_gap_absolute,adaptation_gap_percent,final_advantage_absolute,final_advantage_percent,clairvoyant_gap_percent,two_stage_replanning_gain_percent,method_c_beats_two_stage,method_c_prefix_beats_static_gurobi_prefix,two_stage_proven_optimal,method_c_prefix_oracle_proven_optimal,clairvoyant_proven_optimal,two_stage_runtime_seconds,method_c_prefix_oracle_runtime_seconds,clairvoyant_runtime_seconds,R_retrain_objective,R_retrain_final_advantage_absolute,R_retrain_final_advantage_percent,R_retrain_beats_two_stage,R_retrain_online_training_seconds,R_retrain_inference_runtime_seconds
56,test_056_id_mixed,mixed,24,21581.639421091313,22865.225792301615,22914.482905287485,23928.898288579185,21639.649572443024,49.25711298586975,0.21542368937574147,1332.8434841961716,5.8165985665276345,-1283.5863712103019,-5.613705208380083,9.809306049865967,5.6635677752346725,False,True,True,True,True,0.427878399961628,0.3834084999980405,13.789006499981042,,,,,,
57,test_057_id_boost_only,boost_only,13,22388.629271559115,22929.519246346572,22789.18174634657,23432.761098035782,20906.920293784126,-140.33750000000146,-0.6120385625719643,400.55247478745514,1.7576430748842897,-540.8899747874566,-2.3589241840455863,4.455863404693653,9.674303647504644,False,False,True,True,True,2.4005570000153966,2.878707099996973,9.739891499979421,,,,,,
58,test_058_id_suppress_only,suppress_only,24,15472.606500000002,15555.198750000001,15472.606500000002,15555.198750000001,15555.198750000001,-82.5922499999997,-0.5309623575205021,0.0,0.0,-82.5922499999997,-0.5309623575205021,0.5309623575205021,0.0,False,False,True,True,True,0.42151640000520274,0.4097404000349343,10.923593199986499,,,,,,
59,test_059_id_concentrated,concentrated,23,15833.198288619373,15946.577158768969,15833.198288619373,16003.352408768971,15555.198750000001,-113.37887014959597,-0.7109918888596686,0.0,0.0,-113.37887014959597,-0.7109918888596686,1.0632404748917679,2.5160617685387487,False,False,True,True,True,0.429889400023967,0.469971299986355,12.026681099960115,,,,,,
60,test_060_id_distributed,distributed,26,15516.68763499318,15701.82665332619,15516.68763499318,17753.01595746442,15555.198750000001,-185.13901833300952,-1.179092231882401,0.0,0.0,-185.13901833300952,-1.179092231882401,12.596892425655453,0.9426295715198686,False,False,True,True,True,0.4244717000401579,0.34897589997854084,9.961224799975753,,,,,,
61,test_061_id_no_shock,no_shock,25,15472.606500000002,15555.198750000001,15472.606500000002,15555.198750000001,15555.198750000001,-82.5922499999997,-0.5309623575205021,0.0,0.0,-82.5922499999997,-0.5309623575205021,0.5309623575205021,0.0,False,False,True,True,True,0.4119760999456048,0.4212093999958597,11.225186399999075,,,,,,
62,test_062_id_mixed,mixed,11,24148.858557468975,25396.056262371312,25785.398700736274,27433.019050454426,20993.583833823846,389.3424383649617,1.5330822799516335,1636.5401432672988,6.346770752939992,-1247.1977049023371,-4.910989690750836,11.971560574303794,20.970561593463692,False,True,True,True,True,3.3571674999548122,3.996537300001364,8.576552999962587,,,,,,
63,test_063_id_boost_only,boost_only,26,15895.003525173765,16219.053473098973,15895.003525173765,16851.611941469007,15555.198750000001,-324.04994792520847,-1.997958441056254,0.0,0.0,-324.04994792520847,-1.997958441056254,5.6766582307843745,4.26773539681691,False,False,True,True,True,0.37105829996289685,0.41137330001220107,9.734508899971843,15900.643525173768,-318.4099479252054,-1.963184525245707,False,21.04137918000015,0.7104471010002271
64,test_064_id_suppress_only,suppress_only,23,14445.933171989034,14878.132518184053,14806.914881063349,15102.636999999997,14624.718390886805,-71.21763712070424,-0.4786732275281326,360.9817090743145,2.4379265496823797,-432.19934619501873,-2.904930075510382,4.348272609683745,1.7327795347851616,False,False,True,True,True,0.4743087000097148,0.41949529998237267,11.11753960000351,,,,,,
65,test_065_id_concentrated,concentrated,26,16113.120180261518,16302.734024570052,16155.193274570054,16594.73477457005,15555.198750000001,-147.5407499999983,-0.905006177354288,42.07309430853638,0.2604307704245407,-189.61384430853468,-1.1630800332187552,2.9022132673464807,4.805694138559631,False,False,True,True,True,0.4119487999705598,0.3556302000069991,11.983313300006557,,,,,,
66,test_066_id_distributed,distributed,9,15855.542374113405,16044.313312891194,15974.641273561963,16147.372694960395,15862.0357854249,-69.67203932923076,-0.4342475615534824,119.09889944855786,0.7455497585768425,-188.77093877778861,-1.176559788483537,1.8072929036812913,1.1491433377913778,False,False,True,True,True,5.618225199985318,4.7760103000327945,10.810393100022338,,,,,,
67,test_067_id_no_shock,no_shock,21,15472.606500000002,15555.198750000001,15472.606500000002,15555.198750000001,15555.198750000001,-82.5922499999997,-0.5309623575205021,0.0,0.0,-82.5922499999997,-0.5309623575205021,0.5309623575205021,0.0,False,False,True,True,True,0.46355080005014315,0.462686599988956,11.2857151000062,,,,,,
68,test_068_id_mixed,mixed,21,15474.153468199416,15528.798218199414,15474.153468199416,15547.591218199415,15435.01683756029,-54.64474999999766,-0.3518929747954043,0.0,0.0,-54.64474999999766,-0.3518929747954043,0.47234165710528664,0.607588456987699,False,False,True,True,True,0.4703355999663472,0.4105025000171736,9.044364100031089,,,,,,
69,test_069_id_boost_only,boost_only,19,18635.13120579321,19788.26539767927,20164.119540861866,20973.130577239343,17645.00355371421,375.85414318259427,1.8993789280119202,1528.9883350686578,7.582718064977832,-1153.1341918860635,-5.827363686062654,11.14759364528727,12.146565102356766,False,True,True,True,True,1.5976031000027433,1.60469710000325,10.541348900005687,,,,,,
70,test_070_ood_rank_flip,ood_rank_flip,12,15488.014873729784,16229.635207785084,16136.849707785086,16396.948207785084,10619.85080723654,-92.78549999999814,-0.5717041622444508,648.834834055302,4.0208271490703495,-741.6203340553002,-4.56954407514691,5.5433079530235325,52.82357071086107,False,False,True,True,True,2.8657083000289276,2.8430918999947608,14.374646799988113,,,,,,
71,test_071_ood_extreme_single_boost,ood_extreme_single_boost,20,16396.09805350341,16539.642724877158,16462.427224877156,16601.846974877153,15555.198750000001,-77.21550000000207,-0.4668510758328702,66.32917137374534,0.40291246526218305,-143.5446713737474,-0.867882539916312,1.2393134431674586,6.328713574792198,False,False,True,True,True,1.1898609999916516,1.1692574999760836,14.60808510001516,,,,,,
72,test_072_ood_top_reward_collapse,ood_top_reward_collapse,7,11197.42892365952,11500.292750000002,11491.708750000002,11516.668750000003,8986.000433591691,-8.584000000000742,-0.07464157814591929,294.27982634048203,2.5608012937195435,-302.8638263404828,-2.6335314493666493,2.7719806245228935,27.980104552513943,False,False,True,True,True,5.780380699958187,5.787775100034196,14.976994399970863,11330.10425,-170.18850000000202,-1.4798623278524974,False,37.518480586999885,1.1791750909997063
73,test_073_ood_high_cost_boost,ood_high_cost_boost,18,20067.516494764157,21562.094718348155,21497.181218348152,22728.21429173877,19748.587077035067,-64.91350000000239,-0.3010537744496808,1429.6647235839955,6.65047528353976,-1494.578223583998,-6.931507551129503,11.70658531647917,9.182974124877784,False,False,True,True,True,2.046627299976535,1.8481820999877527,12.949165900005028,,,,,,
74,test_074_ood_budget_reallocation,ood_budget_reallocation,12,17377.143340794977,17793.284817650594,17780.03681765059,17958.311817650592,14727.048355092587,-13.24800000000323,-0.07445505501525762,402.8934768556137,2.2659878659849197,-416.14147685561693,-2.3387557784879194,3.236208852796537,20.820441330986107,False,False,True,True,True,2.7556061999639496,2.487946999957785,13.075913799984846,,,,,,
75,test_075_ood_rank_flip,ood_rank_flip,16,15769.32787155947,16085.163892565834,15992.378392565835,16283.656568219729,10225.530914301342,-92.78549999999814,-0.5768390090378955,223.05052100636567,1.394730136638414,-315.8360210063638,-1.9635237981773717,3.158557750868176,57.30394859076958,False,False,True,True,True,2.0931260000215843,2.175617599976249,10.54205530002946,,,,,,
76,test_076_ood_extreme_single_boost,ood_extreme_single_boost,22,16091.515224994208,16272.456781858424,16165.12823330535,16399.3782760182,15555.198750000001,-107.32854855307414,-0.6595718765265419,73.61300831114204,0.45538153022179945,-180.94155686421618,-1.1119498382441022,1.8772848936242872,4.611050256483687,False,False,True,True,True,0.45796820003306493,0.435726199997589,10.442825999984052,,,,,,
