elapsed_seconds,optimization_approximate_kl,optimization_clip_fraction,optimization_count_loss,optimization_early_kl_stop,optimization_entropy_coefficient,optimization_epochs_completed,optimization_learning_rate_fraction,optimization_loss,optimization_normalized_entropy,optimization_policy_loss,optimization_q_loss,optimization_value_loss,rollout_best_objective,rollout_feasible_rate,rollout_mean_objective,rollout_reward_scale,rollout_std_objective,rollout_transitions,rollout_vectorized_rollouts,self_imitation_loss,update,validation_archive_best_objective,validation_best_of_k_objective,validation_deterministic_objective,validation_fixed_validation_seed,validation_mean_stochastic_objective,validation_selection_metric,validation_selection_objective,validation_std_stochastic_objective
3.137436082000022,0.00953555220621638,0.10624186275526881,0.0,0.0,0.0199525,4.0,0.9975,-0.008044075919315219,0.7946695052087307,-0.00047420221380889416,0.052064143543248065,0.006158710086310748,13867.597,1.0,9560.83178515625,6.756605532055237e-06,1740.0449028502262,1920.0,1.0,,1,13867.597,14636.8245,0.0,70000042,10430.949208333333,best_of_k,14636.8245,2002.6665813505824
3.098472615999981,0.009480832959525287,0.14168294332921505,0.0,0.0,0.019905,4.0,0.995,-0.023490851453971118,0.7677476368844509,-0.009117407316807657,0.003565888937373529,0.0011039680634894466,16028.245750000002,1.0,10273.969449218752,6.756605532055237e-06,2037.875211650775,1920.0,1.0,,2,,,,,,,,
2.9558291359999203,0.010420903090562206,0.14367675920948386,0.0,0.0,0.0198575,4.0,0.9925,-0.0259420734946616,0.7635169178247452,-0.011003611725755036,0.0006899125637573889,0.0003081697627749236,15706.636999999999,1.0,11738.71069921875,6.756605532055237e-06,2082.6801148499953,1920.0,1.0,,3,,,,,,,,
2.723917442000129,0.011404488875996321,0.15950520895421505,0.0,1.0,0.01981,3.0,0.99,-0.023993703148638208,0.7327585568030676,-0.009564772713929415,0.0002771145555016119,0.00011860950174498915,17743.477750000002,1.0,13212.77332421875,6.756605532055237e-06,1828.4024304408038,1920.0,1.0,,4,,,,,,,,
2.9734650489999694,0.010771315668534953,0.19197591370902956,0.0,0.0,0.0197625,4.0,0.9875,-0.028275187069084495,0.6930170394480228,-0.014633361715823412,0.00017446115998609457,7.29528039755678e-05,19157.682749999996,1.0,14859.87721875,6.756605532055237e-06,1845.1715058693821,1920.0,1.0,,5,,,,,,,,
2.92940512999985,0.010105326648044866,0.1612955741584301,0.0,0.0,0.019715,4.0,0.985,-0.0237664585292805,0.6796829737722874,-0.01041483978042379,0.00018378731783741387,5.990421072965546e-05,18772.0645,1.0,15648.47483203125,6.756605532055237e-06,1765.3191172783445,1920.0,1.0,,6,,,,,,,,
2.787130353000066,0.012924389836067954,0.20686849082509676,0.0,1.0,0.0196675,3.0,0.9825,-0.025802930739397805,0.6394323209921519,-0.013270397010880211,0.00014725590760159926,5.755428264819784e-05,20664.424750000002,1.0,16080.715578125,6.756605532055237e-06,2162.7703396594925,1920.0,1.0,,7,,,,,,,,
2.9294444019999446,0.00987665534921689,0.1521403011865914,0.0,0.0,0.019620000000000002,4.0,0.98,-0.02057230134960264,0.6135974675416946,-0.008565318043110892,0.00012323105102041154,3.8951289070610073e-05,20457.767750000003,1.0,16970.607972656253,6.756605532055237e-06,1407.6543552804617,1920.0,1.0,,8,,,,,,,,
2.9278322180000487,0.008149060940922936,0.13972981786355376,0.0,0.0,0.0195725,4.0,0.9775,-0.021455487818457186,0.5926002413034439,-0.009887034713756293,0.00013174386958780815,3.408342001876008e-05,20411.16925,1.0,18198.425906250002,6.756605532055237e-06,1193.2411227585358,1920.0,1.0,,9,,,,,,,,
2.9575169619999997,0.00991715062991716,0.14803060051053762,0.0,0.0,0.019525,4.0,0.975,-0.018512458133045584,0.5597381815314293,-0.007604758653542376,8.699506088305498e-05,2.4978446617751615e-05,20845.757,1.0,18553.76776953125,6.756605532055237e-06,928.6429716447734,1920.0,1.0,,10,,,,,,,,
