elapsed_seconds,optimization_approximate_kl,optimization_clip_fraction,optimization_count_loss,optimization_early_kl_stop,optimization_entropy_coefficient,optimization_epochs_completed,optimization_learning_rate_fraction,optimization_loss,optimization_normalized_entropy,optimization_policy_loss,optimization_q_loss,optimization_value_loss,rollout_best_objective,rollout_feasible_rate,rollout_mean_objective,rollout_reward_scale,rollout_std_objective,rollout_transitions,rollout_vectorized_rollouts,self_imitation_loss,update,validation_archive_best_objective,validation_best_of_k_objective,validation_deterministic_objective,validation_fixed_validation_seed,validation_mean_stochastic_objective,validation_selection_metric,validation_selection_objective,validation_std_stochastic_objective
10.210173304001728,0.008796303482085932,0.06719970703125,0.0,0.0,0.0199525,4.0,0.9975,-0.013904340128647164,0.7802914958447218,-0.0034683764970395714,0.024232469332673645,0.005419111599621829,117054.0405,1.0,87088.91231640625,3.804325036319177e-07,12425.9746229381,3840.0,1.0,,1,117054.0405,119789.33425,0.0,70000042,86502.19469166666,best_of_k,119789.33425,12037.056614807321
9.934641071000442,0.009847196055488894,0.11712646484375,0.0,0.0,0.019905,4.0,0.995,-0.019640620797872543,0.7854609191417694,-0.004064754815772176,0.00018214423243989586,8.10398964858905e-05,113400.24574999999,1.0,87488.01294921874,3.804325036319177e-07,12245.43438114324,3840.0,1.0,,2,,,,,,,,
8.570243197000309,0.01099391726529575,0.157470703125,0.0,0.0,0.0198575,4.0,0.9925,-0.018503192433854565,0.7656327579170465,-0.0033196414733538404,8.439454722974915e-05,2.3124127665141714e-05,151457.7925,1.0,112334.80498828125,3.804325036319177e-07,15256.85558249159,3840.0,1.0,,3,,,,,,,,
10.068555630999981,0.0069839033094467595,0.09173583984375,0.0,0.0,0.01981,4.0,0.99,-0.01972479492542334,0.7428312692791224,-0.005020318785682321,4.6254564495029626e-05,1.2772648574355117e-05,158708.09000000005,1.0,123604.70219140625,3.804325036319177e-07,14029.264407610533,3840.0,1.0,,4,,,,,,,,
9.788170055999217,0.00678107177009224,0.1092529296875,0.0,0.0,0.0197625,4.0,0.9875,-0.02019924801425077,0.7207305654883385,-0.005965118158201221,3.461006605220973e-05,1.1691641759625782e-05,172181.8145,1.0,135196.623109375,3.804325036319177e-07,14362.425771369579,3840.0,1.0,,5,,,,,,,,
8.368281294999178,0.008720405403437326,0.14630126953125,0.0,0.0,0.019715,4.0,0.985,-0.028128855512477458,0.7024363726377487,-0.01428908079105895,3.167827986771954e-05,1.1181504135038267e-05,167573.00950000001,1.0,142707.9213828125,3.804325036319177e-07,15134.741984425584,3840.0,1.0,,6,,,,,,,,
10.132875858000261,0.007348454259044956,0.1141357421875,0.0,0.0,0.0196675,4.0,0.9825,-0.02175158218597062,0.6719386652112007,-0.008544100914150476,3.1668050439748185e-05,9.411700659711641e-06,185857.44400000002,1.0,156225.52753515623,3.804325036319177e-07,13289.446841254776,3840.0,1.0,,7,,,,,,,,
9.519038294998609,0.007952295414725086,0.11651611328125,0.0,0.0,0.019620000000000002,4.0,0.98,-0.018452450720360503,0.653293477371335,-0.005640201736241579,1.8579755248993024e-05,7.021799603990075e-06,191600.32575000002,1.0,163579.22048046876,3.804325036319177e-07,11259.849481136856,3840.0,1.0,,8,,,,,,,,
8.229357911999614,0.008696150340256281,0.1273193359375,0.0,0.0,0.0195725,4.0,0.9775,-0.019174049579305574,0.6178799364715815,-0.007085047924192622,1.686658200128477e-05,5.533121466783086e-06,196241.289,1.0,175890.62415234372,3.804325036319177e-07,10656.303789848094,3840.0,1.0,,9,,,,,,,,
10.147102610999355,0.007242307296110084,0.0938720703125,0.0,0.0,0.019525,4.0,0.975,-0.01721945322060492,0.5919601917266846,-0.00566565859480761,1.478158586110112e-05,5.499566555045021e-06,200270.56075,1.0,183016.44078125,3.804325036319177e-07,8710.569147319218,3840.0,1.0,,10,,,,,,,,
9.527165878000233,0.009069339655980002,0.1158447265625,0.0,0.0,0.019477500000000002,4.0,0.9725,-0.018554777241661213,0.567358385771513,-0.007509209564886987,1.7999904372345554e-05,6.70975039440691e-06,208064.51750000002,1.0,186639.3474296875,3.804325036319177e-07,9437.946374600946,3840.0,1.0,,11,,,,,,,,
