Instance,Method,BFS,Mean Objective,Std Objective,Best Gap to Reference (%),Mean Gap to Reference (%),CPU Mean (s),CPU Total (s),Runs/Seeds,Mean Search Rollouts,Total Search Rollouts,Feasible Rate,Idle Days (Best),Unique Locations (Best),Reference Type,Gurobi MIP Gap (%),Status
D_15S_30P_CODE,random_feasible_5_runs,8761.473250000001,8252.22825,407.51245362507063,43.87850785618414,47.14046945228644,0.01255635999950755,0.06278179999753775,5,1.0,5,1.0,8,12,proven optimum,,FEASIBLE
D_15S_30P_CODE,random_best_of_5,8761.473250000001,8761.473250000001,0.0,43.87850785618414,43.87850785618414,0.06278179999753775,0.06278179999753775,1,5.0,5,1.0,8,12,proven optimum,,FEASIBLE
D_15S_30P_CODE,greedy_exact_increment,13992.895,13992.895,0.0,10.368710329425463,10.368710329425463,0.01419289999830653,0.01419289999830653,1,1.0,1,1.0,8,4,proven optimum,,FEASIBLE
D_15S_30P_CODE,dqn_greedy,6764.812250000001,6764.812250000001,0.0,56.66809146021598,56.66809146021598,0.03383579999899666,0.03383579999899666,1,1.0,1,1.0,8,5,proven optimum,,FEASIBLE
D_15S_30P_CODE,dqn_backtracking_5,6764.812250000001,6764.812250000001,0.0,56.66809146021598,56.66809146021598,0.08773500000097556,0.08773500000097556,1,5.0,5,1.0,8,5,proven optimum,,FEASIBLE
D_15S_30P_CODE,gurobi,15611.618499999997,15611.618499999997,0.0,0.0,0.0,13.59500002861023,13.59500002861023,1,1.0,1,1.0,8,6,proven optimum,0.0,OPTIMAL
